archivo,fecha,documento,cliente,n_lineas,suma_cantidad,cajas_esperada,diff,estado
FACT. TABATA MARCOS 09-05-26.pdf,09/05/2026,0000008386,REAL Y MEDIO SUPERMERCADO CA,8,9.5,9.5,0.0,VALIDADO
FACT. TABATA MARCOS 11-05-26.pdf,11/05/2026,0000008480,AUTO MERCADO UNIOFERTAS CENTER C A,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 11-05-26.pdf,11/05/2026,0000008481,CHACIN MINI ABASTO FP,14,18.71,18.71,0.0,VALIDADO
FACT. TABATA MARCOS 11-05-26.pdf,11/05/2026,0000008482,"URANGA INVERSIONES, F.P",30,36.77,36.77,0.0,VALIDADO
FACT. TABATA MARCOS 11-05-26.pdf,11/05/2026,0000008483,AUTOMERCADO PACIFICO,3,30.0,30.0,0.0,VALIDADO
FACT. TABATA MARCOS 12-05-26.pdf,12/05/2026,0000008544,VIVERES ASIA,9,21.0,21.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008576,"FANG KING MARKET F,P",3,1.58,1.58,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008577,MULTITIENDA BARCELONA C A,5,6.25,6.25,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008578,ZHENG INVERSIONES SUPERIOR FP,9,19.0,19.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008630,"MINI SUPER 2017,C.A.",4,11.17,11.17,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008631,SUPERMERCADO MINGYU CA,22,27.0,27.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008580,"DISTRIBUIDORA DE ALIMENTOS TROCAG, C.A",2,9.0,9.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008581,MERCADO LA FINCA CA,6,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008582,VIVERES ASIA,3,1.5,1.5,0.0,VALIDADO
FACT. TABATA MARCOS 13-05-26.pdf,13/05/2026,0000008632,HOT DOGS LA PRINCIPAL CA,3,2.5,2.5,0.0,VALIDADO
FACT. TABATA MARCOS 14-05-26.pdf,14/05/2026,0000008673,SUPERMERCADO EL ORIENTE DORADO CA,21,15.97,15.96,0.01,VALIDADO
FACT. TABATA MARCOS 14-05-26.pdf,14/05/2026,0000008675,"INVERSIONES GRAN ORIENTE, C.A.",19,12.3,12.29,0.01,VALIDADO
FACT. TABATA MARCOS 14-05-26.pdf,14/05/2026,0000008697,"MINI SUPER 2017,C.A.",4,10.8,10.79,0.01,VALIDADO
FACT. TABATA MARCOS 14-05-26.pdf,14/05/2026,0000008698,"COMERCIAL LA CARIDAD BENDITA, C.A",10,2.21,2.21,0.0,VALIDADO
FACT. TABATA MARCOS 14-05-26.pdf,14/05/2026,0000008677,"DISTRIBUIDORA DE ALIMENTOS TROCAG, C.A",1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 14-05-26.pdf,14/05/2026,0000008690,"AUTOMERCADO CLASIC URBANEJA, C.A",12,10.03,10.02,0.01,VALIDADO
FACT. TABATA MARCOS 14-05-26.pdf,14/05/2026,0000008691,"AUTOMERCADO CLASIC URBANEJA, C.A",1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 15-05-26.pdf,15/05/2026,0000008790,"MINI SUPER 2017,C.A.",2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 15-05-26.pdf,15/05/2026,0000008791,BAKERY BAO BAO C.A,6,5.63,5.63,0.0,VALIDADO
FACT. TABATA MARCOS 15-05-26.pdf,15/05/2026,0000008792,LEYUMIR ELENA HENRIQUEZ LAYA,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 15-05-26.pdf,15/05/2026,0000008793,LA FRAGATA EXQUISITECES CA,17,20.07,20.07,0.0,VALIDADO
FACT. TABATA MARCOS 15-05-26.pdf,15/05/2026,0000008794,FRESH MARKET C.A.,19,19.0,19.0,0.0,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008917,DISTRIBUIDORA MEGAMAXI C.A,7,6.5,6.5,0.0,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008918,"INVERSIONES NUEVA MIRANDA 88, C. A.",33,20.08,20.08,0.0,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008920,LIANG SUPERMERCADO CHAO 88 FP,27,21.28,21.28,0.0,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008924,MINIMARKET SURTIORIENTE CA,55,25.18,25.14,0.04,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008925,SUPERMERCADO BARRIO SUCRE 88 F.P,9,2.17,2.17,0.0,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008927,"MINI SUPER 2017,C.A.",8,4.34,4.33,0.01,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008928,WU COMERCIAL BRISAS DEL MAR M.Y F.P,52,89.85,89.83,0.02,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008929,WU COMERCIAL BRISAS DEL MAR M.Y F.P,8,2.01,2.0,0.01,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008930,"THE HAO SUPERMARKET, C.A",3,50.0,50.0,0.0,VALIDADO
FACT. TABATA MARCOS 19-05-26.pdf,19/05/2026,0000008931,"TODO MARKET, C.A.",4,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-05-26.pdf,20/05/2026,0000009024,FARMACIAS SUPER FARMA CA,40,15.21,15.19,0.02,VALIDADO
FACT. TABATA MARCOS 20-05-26.pdf,20/05/2026,0000009025,COMERCIAL NUEVA CARACAS 168 C.A,7,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-05-26.pdf,20/05/2026,0000009026,"SUPERTODO BOULEVARD, C.A",9,12.66,12.67,-0.01,VALIDADO
FACT. TABATA MARCOS 20-05-26.pdf,20/05/2026,0000009033,LA FRAGATA EXQUISITECES CA,17,7.23,7.24,-0.01,VALIDADO
FACT. TABATA MARCOS 20-05-26.pdf,20/05/2026,0000009044,"TODO MARKET, C.A.",1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 21-05-26.pdf,21/05/2026,0000009099,"DEPOSITADORA GIGANTE, C.A.",9,5.08,5.08,0.0,VALIDADO
FACT. TABATA MARCOS 21-05-26.pdf,21/05/2026,0000009100,FRIGORIFICOS BRAVOS DELI CA,15,5.06,5.06,0.0,VALIDADO
FACT. TABATA MARCOS 21-05-26.pdf,21/05/2026,0000009101,INVERSIONES PERFECTO C.A,5,1.44,1.44,0.0,VALIDADO
FACT. TABATA MARCOS 21-05-26.pdf,21/05/2026,0000009102,LIANG SUPERMERCADO CHAO 88 FP,18,12.34,12.33,0.01,VALIDADO
FACT. TABATA MARCOS 21-05-26.pdf,21/05/2026,0000009103,LU COMERCIAL GRAN CASITA FP,10,5.35,5.33,0.02,VALIDADO
FACT. TABATA MARCOS 21-05-26.pdf,21/05/2026,0000009104,AUTOMERCADO PACIFICO,6,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 21-05-26.pdf,21/05/2026,0000009105,"INVERSIONES TIBACUY SINAI F,P",2,16.0,16.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-05-26.pdf,22/05/2026,0000009183,"INSIEME, S.A.",8,12.93,12.93,0.0,VALIDADO
FACT. TABATA MARCOS 22-05-26.pdf,22/05/2026,0000009178,NG DARLI MUNDO FP,16,16.0,16.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-05-26.pdf,22/05/2026,0000009179,MARKET LUISAR CA,26,12.35,12.35,0.0,VALIDADO
FACT. TABATA MARCOS 22-05-26.pdf,22/05/2026,0000009180,HUANG COMERCIAL LUCKY HACIENDA 88 FP,17,5.02,5.01,0.01,VALIDADO
FACT. TABATA MARCOS 22-05-26.pdf,22/05/2026,0000009182,COMERCIALIZADORA PEREDA,35,13.15,13.13,0.02,VALIDADO
FACT. TABATA MARCOS 22-05-26.pdf,22/05/2026,0000009197,COMERCIALIZADORA PEREDA,1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 23-05-26.pdf,23/05/2026,0000009222,VICT LEAND MARKET CA,33,39.96,39.96,0.0,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009315,"MINI SUPER 2017,C.A.",10,186.0,186.0,0.0,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009316,LI MEGA PORTELA F.P,1,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009317,COMERCIALIZADORA PEREDA,1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009357,AUTOMERCADO TANG 688 F.P,16,8.51,8.5,0.01,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009358,COSMETICOS POR TODO ZHEN FP,7,1.76,1.75,0.01,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009359,"MINI MARKET SUPERGANGA, C.A",30,22.18,22.17,0.01,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009318,"BODEMARKET,C.A",35,13.75,13.71,0.04,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009319,"BODEMARKET,C.A",12,6.01,6.0,0.01,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009360,AUTOMERCADO PACIFICO,3,25.5,25.5,0.0,VALIDADO
FACT. TABATA MARCOS 26-05-26.pdf,26/05/2026,0000009361,LA FRAGATA EXQUISITECES CA,17,7.23,7.24,-0.01,VALIDADO
FACT. TABATA MARCOS 27-05-26.pdf,27/05/2026,0000009444,ELITE 3000 ORIENTE C.A,12,4.06,4.06,0.0,VALIDADO
FACT. TABATA MARCOS 27-05-26.pdf,27/05/2026,0000009445,CHACIN MINI ABASTO FP,7,10.0,10.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-05-26.pdf,27/05/2026,0000009446,"MERCATODOS ANZOATEGUI, C.A",8,26.0,26.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-05-26.pdf,27/05/2026,0000009447,"LA BODEGUILLA ANDALUZ, C.A",39,23.78,23.75,0.03,VALIDADO
FACT. TABATA MARCOS 27-05-26.pdf,27/05/2026,0000009455,"TODO MARKET, C.A.",5,17.0,17.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-05-26.pdf,28/05/2026,0000009545,"MINI SUPER 2017,C.A.",7,10.25,10.25,0.0,VALIDADO
FACT. TABATA MARCOS 28-05-26.pdf,28/05/2026,0000009534,VIVERES ASIA,2,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 01-06-26.pdf,01/06/2026,0000009651,COMERCIAL NUEVA CARACAS 168 C.A,1,0.25,0.25,0.0,VALIDADO
FACT. TABATA MARCOS 01-06-26.pdf,01/06/2026,0000009652,LIANG SUPERMERCADO CHAO 88 FP,20,18.58,18.58,0.0,VALIDADO
FACT. TABATA MARCOS 01-06-26.pdf,01/06/2026,0000009653,"MINI SUPER 2017,C.A.",2,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 01-06-26.pdf,01/06/2026,0000009654,MULTITIENDA BARCELONA C A,7,3.01,3.0,0.01,VALIDADO
FACT. TABATA MARCOS 01-06-26.pdf,01/06/2026,0000009649,BODEGON EL IMPERIO C A,5,2.0,2.01,-0.01,VALIDADO
FACT. TABATA MARCOS 01-06-26.pdf,01/06/2026,0000009650,BODEGON EL IMPERIO C A,5,2.29,2.3,-0.01,VALIDADO
FACT. TABATA MARCOS 02-06-26.pdf,02/06/2026,0000009675,ZHENG INVERSIONES SUPERIOR FP,27,80.0,80.0,0.0,VALIDADO
FACT. TABATA MARCOS 02-06-26.pdf,02/06/2026,0000009676,"URANGA INVERSIONES, F.P",24,39.17,39.17,0.0,VALIDADO
FACT. TABATA MARCOS 04-06-26.pdf,04/06/2026,0000009841,ALVAREZ PLAZA MARKET F.P,13,21.0,21.0,0.0,VALIDADO
FACT. TABATA MARCOS 04-06-26.pdf,04/06/2026,0000009843,LU COMERCIAL GRAN CASITA FP,15,5.99,5.97,0.02,VALIDADO
FACT. TABATA MARCOS 04-06-26.pdf,04/06/2026,0000009853,"AUTOMERCADO LOS AMIGOS, C.A",18,7.43,7.42,0.01,VALIDADO
FACT. TABATA MARCOS 04-06-26.pdf,04/06/2026,0000009844,AUTOMERCADO PACIFICO,1,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009895,"SUPERTODO BOULEVARD, C.A",6,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009896,SUPERMERCADO EL VIÑEDO CA,9,14.0,14.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009897,MULTITIENDA BARCELONA C A,6,23.0,23.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009898,"FANG KING MARKET F,P",4,2.16,2.17,-0.01,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009899,BOLIVAR INVERSIONES CHADAI FP,13,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009900,"AUTOMERCADO LOS AMIGOS, C.A",1,0.17,0.17,0.0,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009901,AUTO MERCADO UNIOFERTAS CENTER C A,21,8.71,8.71,0.0,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009902,"TODO MARKET, C.A.",14,17.0,17.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-06-26.pdf,05/06/2026,0000009903,LEYUMIR ELENA HENRIQUEZ LAYA,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-06-26.pdf,06/06/2026,0000009942,SUPER CASA WIPI,4,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-06-26.pdf,06/06/2026,0000009943,SUPERMERCADO BARRIO SUCRE 88 F.P,12,3.9,3.89,0.01,VALIDADO
FACT. TABATA MARCOS 06-06-26.pdf,06/06/2026,0000009944,VIVERES ASIA,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-06-26.pdf,08/06/2026,0000009969,DISTRIBUIDORA MEGAMAXI C.A,3,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-06-26.pdf,08/06/2026,0000010000,FRESH MARKET C.A.,11,13.5,13.5,0.0,VALIDADO
FACT. TABATA MARCOS 08-06-26.pdf,08/06/2026,0000010041,HIPER MERCADO COSTCO CA,18,35.0,35.0,0.0,VALIDADO
FACT. TABATA MARCOS 09-06-26.pdf,09/06/2026,0000010078,AUTOMERCADO DAVID FP,13,12.75,12.73,0.02,VALIDADO
FACT. TABATA MARCOS 09-06-26.pdf,09/06/2026,0000010081,COMERCIAL EL GRAN MUNDO 888 CA,28,57.83,57.83,0.0,VALIDADO
FACT. TABATA MARCOS 10-06-26.pdf,10/06/2026,0000010113,BAKERY BAO BAO C.A,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-06-26.pdf,10/06/2026,0000010114,COSMETICOS POR TODO ZHEN FP,1,0.25,0.25,0.0,VALIDADO
FACT. TABATA MARCOS 10-06-26.pdf,10/06/2026,0000010115,SUPERMERCADO EL ORIENTE DORADO CA,20,16.18,16.17,0.01,VALIDADO
FACT. TABATA MARCOS 10-06-26.pdf,10/06/2026,0000010189,COMERCIAL EL GRAN MUNDO 888 CA,28,57.8,57.8,0.0,VALIDADO
FACT. TABATA MARCOS 11-06-26.pdf,11/06/2026,0000010230,EMPRENDIMIENTO SHADI HAMAD,8,4.29,4.29,0.0,VALIDADO
FACT. TABATA MARCOS 11-06-26.pdf,11/06/2026,0000010231,LIANG SUPERMERCADO CHAO 88 FP,9,2.92,2.92,0.0,VALIDADO
FACT. TABATA MARCOS 11-06-26.pdf,11/06/2026,0000010232,"MINI MARKET SUPERGANGA, C.A",27,14.32,14.29,0.03,VALIDADO
FACT. TABATA MARCOS 11-06-26.pdf,11/06/2026,0000010238,SUPERMERCADO MINGYU CA,6,11.0,11.0,0.0,VALIDADO
FACT. TABATA MARCOS 11-06-26.pdf,11/06/2026,0000010233,AUTOMERCADO PACIFICO,5,13.0,13.0,0.0,VALIDADO
FACT. TABATA MARCOS 11-06-26.pdf,11/06/2026,0000010234,"THE HAO SUPERMARKET, C.A",3,15.0,15.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-06-26.pdf,16/06/2026,0000010344,MULTITIENDA BARCELONA C A,7,5.91,5.92,-0.01,VALIDADO
FACT. TABATA MARCOS 16-06-26.pdf,16/06/2026,0000010345,FRIGORIFICOS BRAVOS DELI CA,13,5.14,5.14,0.0,VALIDADO
FACT. TABATA MARCOS 16-06-26.pdf,16/06/2026,0000010346,ARIANNE SOFIA MORALES HERRERA,26,32.85,32.84,0.01,VALIDADO
FACT. TABATA MARCOS 16-06-26.pdf,16/06/2026,0000010347,VIVERES ASIA,4,19.0,19.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-06-26.pdf,16/06/2026,0000010348,LA TURCA 1 CA,1,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-06-26.pdf,16/06/2026,0000010431,VIVERES ASIA,5,12.0,12.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-06-26.pdf,16/06/2026,0000010432,AUTOMERCADO PACIFICO,8,28.0,28.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-06-26.pdf,16/06/2026,0000010433,"INSIEME, S.A.",14,20.56,20.55,0.01,VALIDADO
FACT. TABATA MARCOS 17-06-26.pdf,17/06/2026,0000010510,"MINI MARKET SUPERGANGA, C.A",12,5.22,5.25,-0.03,VALIDADO
FACT. TABATA MARCOS 17-06-26.pdf,17/06/2026,0000010511,"MINI SUPER 2017,C.A.",1,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-06-26.pdf,17/06/2026,0000010512,LA TURCA 1 CA,1,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-06-26.pdf,17/06/2026,0000010513,"TODO MARKET, C.A.",10,40.0,40.0,0.0,VALIDADO
FACT. TABATA MARCOS 18-06-26.pdf,18/06/2026,0000010574,"MINI SUPER 2017,C.A.",1,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 18-06-26.pdf,18/06/2026,0000010575,"TODO MARKET, C.A.",2,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 19-06-26.pdf,19/06/2026,0000010647,HUANG COMERCIAL LUCKY HACIENDA 88 FP,37,12.3,12.31,-0.01,VALIDADO
FACT. TABATA MARCOS 19-06-26.pdf,19/06/2026,0000010648,"MINI SUPER 2017,C.A.",4,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 19-06-26.pdf,19/06/2026,0000010723,"MERCATODOS ANZOATEGUI, C.A",19,62.0,62.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010773,"AUTOMERCADO LOS AMIGOS, C.A",39,30.82,30.81,0.01,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010774,COMERCIAL NUEVA CARACAS 168 C.A,4,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010776,DISTRIBUIDORA MEGAMAXI C.A,20,14.75,14.75,0.0,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010778,"FANG KING MARKET F,P",6,2.88,2.89,-0.01,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010781,LI SUPER MARKET FP,25,18.01,18.0,0.01,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010785,LIANG SUPERMERCADO CHAO 88 FP,27,17.0,17.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010787,MULTITIENDA BARCELONA C A,7,9.08,9.08,0.0,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010788,WU SUPER TODO FP,6,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010789,HOT DOGS LA PRINCIPAL CA,2,3.44,3.44,0.0,VALIDADO
FACT. TABATA MARCOS 22-06-26.pdf,22/06/2026,0000010791,"INSIEME, S.A.",7,3.63,3.63,0.0,VALIDADO
FACT. TABATA MARCOS 23-06-26.pdf,23/06/2026,0000010824,"AUTOMERCADO LOS AMIGOS, C.A",39,30.86,30.85,0.01,VALIDADO
FACT. TABATA MARCOS 23-06-26.pdf,23/06/2026,0000010879,LI MEGA PORTELA F.P,3,45.0,45.0,0.0,VALIDADO
FACT. TABATA MARCOS 24-06-26.pdf,24/06/2026,0000010927,TREBOLLS MARKET CA,36,34.32,34.33,-0.01,VALIDADO
FACT. TABATA MARCOS 24-06-26.pdf,24/06/2026,0000010928,"MINI MARKET SUPERGANGA, C.A",17,17.0,17.0,0.0,VALIDADO
FACT. TABATA MARCOS 24-06-26.pdf,24/06/2026,0000010923,PANAD. PAST. CHARCUT. Y BOD. CITY MANZION 95 CA,7,4.17,4.17,0.0,VALIDADO
FACT. TABATA MARCOS 24-06-26.pdf,24/06/2026,0000010924,FRESH MARKET C.A.,7,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 24-06-26.pdf,24/06/2026,0000010925,BODEGON EL IMPERIO C A,5,2.0,2.01,-0.01,VALIDADO
FACT. TABATA MARCOS 24-06-26.pdf,24/06/2026,0000010926,BODEGON EL IMPERIO C A,7,2.51,2.51,0.0,VALIDADO
FACT. TABATA MARCOS 25-06-26.pdf,25/06/2026,0000010983,"URANGA INVERSIONES, F.P",28,40.95,40.95,0.0,VALIDADO
FACT. TABATA MARCOS 25-06-26.pdf,25/06/2026,0000011003,AUTOMERCADO PACIFICO,2,21.0,21.0,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011092,COMERCIAL NUEVA CARACAS 168 C.A,3,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011093,SUPERMERCADO BARRIO SUCRE 88 F.P,10,3.26,3.26,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011111,"SUPERTODO BOULEVARD, C.A",10,15.25,15.25,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011121,AUTO MERCADO UNIOFERTAS CENTER C A,4,1.71,1.71,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011134,"MINI SUPER 2017,C.A.",10,98.0,98.0,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011094,"INVERSIONES TIBACUY SINAI F,P",1,0.63,0.63,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011095,"TODO MARKET, C.A.",1,0.5,0.5,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011126,"THE HAO SUPERMARKET, C.A",3,50.0,50.0,0.0,VALIDADO
FACT. TABATA MARCOS 29-06-26.pdf,29/06/2026,0000011135,"LA BODEGUILLA ANDALUZ, C.A",23,16.92,16.92,0.0,VALIDADO
FACT. TABATA MARCOS 30-06-26.pdf,30/06/2026,0000011246,CEN BOLIVAR,18,12.17,12.17,0.0,VALIDADO
FACT. TABATA MARCOS 30-06-26.pdf,30/06/2026,0000011249,MULTITIENDA BARCELONA C A,9,11.16,11.17,-0.01,VALIDADO
FACT. TABATA MARCOS 30-06-26.pdf,30/06/2026,0000011235,VIVERES ASIA,1,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 02-07-26.pdf,02/07/2026,0000011387,SUPERMERCADO MINGYU CA,27,53.0,53.0,0.0,VALIDADO
FACT. TABATA MARCOS 02-07-26.pdf,02/07/2026,0000011388,ALVAREZ PLAZA MARKET F.P,20,18.0,18.0,0.0,VALIDADO
FACT. TABATA MARCOS 02-07-26.pdf,02/07/2026,0000011382,LA TURCA 1 CA,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 02-07-26.pdf,02/07/2026,0000011383,"DISTRIBUIDORA DE ALIMENTOS TROCAG, C.A",4,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 02-07-26.pdf,02/07/2026,0000011385,"AUTOMERCADO CLASIC URBANEJA, C.A",19,12.46,12.46,0.0,VALIDADO
FACT. TABATA MARCOS 02-07-26.pdf,02/07/2026,0000011397,VIVERES ASIA,5,4.5,4.5,0.0,VALIDADO
FACT. TABATA MARCOS 02-07-26.pdf,02/07/2026,0000011403,VIVERES ASIA,1,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 04-07-26.pdf,04/07/2026,0000011489,SUPERMERCADO DIECIOCHO,13,3.8,3.78,0.02,VALIDADO
FACT. TABATA MARCOS 04-07-26.pdf,04/07/2026,0000011490,EDWAR RAFAEL GONZALEZ RODRIGUEZ,28,6.09,6.07,0.02,VALIDADO
FACT. TABATA MARCOS 04-07-26.pdf,04/07/2026,0000011491,"DEPOSITADORA GIGANTE, C.A.",4,1.75,1.75,0.0,VALIDADO
FACT. TABATA MARCOS 04-07-26.pdf,04/07/2026,0000011518,"MERCATODOS ANZOATEGUI, C.A",22,87.0,87.0,0.0,VALIDADO
FACT. TABATA MARCOS 04-07-26.pdf,04/07/2026,0000011492,"INVERSIONES TIBACUY SINAI F,P",2,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 04-07-26.pdf,04/07/2026,0000011493,"INSIEME, S.A.",9,13.76,13.75,0.01,VALIDADO
FACT. TABATA MARCOS 04-07-26.pdf,04/07/2026,0000011519,LA FRAGATA EXQUISITECES CA,16,7.97,7.96,0.01,VALIDADO
FACT. TABATA MARCOS 06-07-26.pdf,06/07/2026,0000011536,SUPERMERCADO EL VIÑEDO CA,3,15.0,15.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-07-26.pdf,06/07/2026,0000011574,ALVAREZ PLAZA MARKET F.P,1,0.25,0.25,0.0,VALIDADO
FACT. TABATA MARCOS 06-07-26.pdf,06/07/2026,0000011589,"SUPERTODO BOULEVARD, C.A",3,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-07-26.pdf,06/07/2026,0000011537,"TODO MARKET, C.A.",3,18.0,18.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-07-26.pdf,07/07/2026,0000011606,COMERCIAL TUCUSITO CA,8,20.0,20.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-07-26.pdf,07/07/2026,0000011644,AUTOMERCADO TANG 688 F.P,18,9.26,9.25,0.01,VALIDADO
FACT. TABATA MARCOS 07-07-26.pdf,07/07/2026,0000011645,CEN SUPER MARKET,6,9.0,9.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-07-26.pdf,07/07/2026,0000011646,CHACIN MINI ABASTO FP,30,18.93,18.97,-0.04,VALIDADO
